sentiment,content
0,"maaaaan! I spent an hour on a project for work, only to have the computer bork and crash and lost it all"
2,@brittaniethekid I GET IT.  YOU ESPLAINED IT TO ME AWHILE AGO.
1,The chicken noodle soup I made for lunch to feel better just burned my tongue . . .not a good day.
0,"@babblingbrookie Try being in AZ again brooke, Omg you cant even be outside for less than a minute before getting your neck burned."
1,@carlocruuuz good! you joined the dark side hahahaha we have cookies!
1,"Just hangin out at home, watchin twiligghhttt ( and readin it (AGAIN!!) lol School sukked today Bahaha"
1,The best thing I have ever done is carry and birth a child
1,"Pretty amazing weekend so far  but its bedtime ,, I'm exhausted ! Mothers day tomorrow  nighty night"
2,@nebgen I am lost. Please help me find a good home.
1,Don't follow your dreams; chase them.- Richard Dumb (who I think is very smart
1,@MicheleKnight Thats beautiful
1,"Wolverine was much fun, but Gambit was a bit disappointing.  Neither smooth nor Cajun enough for my taste. Pretty though"
1,"@JacobLovie Haha it's not awful at all, but I think everyone hates the sound of their voice when they hear it played back, I know I do!!"
1,@CRISCOKIDD this picture made me cry  lol http://www.twitpic.com/671w1
0,"never thought i'd say this, but i miss my 9-5 job, the commute, my cubicle, free food &amp; coffee and being downtown. why did i quit?"
1,Twitter is officially the BEST way to advertise something.
1,He he ...Happy #star wars day! May the 4th be with you  Brilliant!!
2,@XarkGirl pooof .nirvana. Did that work?  http://myloc.me/tDl
0,@MariusLT I'm sorry about your bad driving experiences.
2,"@livestrongnj yeah, it's terrible  cockatoos are the hardest to live with, so emotional. good thing he found you, though!!"
1,Had a ton of fun w muffin today
0,Have been rolling on the bed for the past 2 hours ... Still unable to sleep
0,@heatherofficial you make people drink petrol and set them on fire? Your not the person i thought you were
1,LOVED Britain's got talent last night!  Shaun and Greg were both amazing!  Were they HOT too..can't say I noticed?!!
2,@chelseychapman that's a long time ! Well then txt me !  xx
0,"@richcav Yes, they can, but the selection is arbitrarily and severely limited because of nonstandardized copyright laws."
2,madd bored
2,Oh why do I keep stumbling about deathfic WITHOUT WARNINGS. do not want
2,@PeterPaega You better believe it!  @tigers09champs and I wouldn't miss it for the world!
2,"@lilazngurl1234 hi there, nice to meet you.  I am new to twitter and I guess you are too?"
2,Just got back from my first session at the gym with a PT. I'm sore allread
1,@rockndan dude... i tried the vegetarian thing and i lasted about 2 months... good luck!!! going vegan is intense!!! good move though.
1,@catrionat7 Yes yes Is. Ima Guna Be On For a While Lol.
0,"@vennsoh Oh good, this thing is viral now"
1,14:14 .. someone is thinking of me  good luck to lynny and her tattoo ;)
2,"great mood todayyyyyyyyy. Super excited for the game tonight, not so excited to be one year older (tomorrow)."
1,is live on danny noriega's stickam. he said hey to me  i luv him!!!
2,ONE OF THE WORST DAYS OF MY LIFE.
1,@BlacksilkBlog Hugs to you for not being able to shag Crush anymore  x
1,I wish I had a dog
1,@howie_d awww glad to know Little Sweet D and Leigh are doing good...thanks for the updates Howie
1,@svickn G'morning! Good to know you're alive and well today!
0,Its a gorgeous day and I'm going to work allll day  Just gotta keep telling myself its for NYC!!
0,"The Rain Makes Me Sad. Its Like I Want To Kill myself,&lt;-"
1,MORNING EVERY1! Giveaway at http://tinyurl.com/dhc4hg  Mod Kid Emma pattern &amp;$25 GiftCert to HipFabric!! GO check it out
2,I am gonna hanging out with my friends  luvin jonas episode 1 ..
1,@Sarahbelle1414 yeah those are better ads  It makes them look part of your content rather than blatant adverts ;)
0,@22jenny I hate snood. lol. sorrry  i dont know how people play it!
1,@jolynnchew so early??
1,Damn M-Audio IE-30s! I just remembered how much I &lt;3 u &amp; now the right earbud has ceased functioning  My Shure's r 2 bright w/ lame bass.
2,Rain is moving in from the west. Thwarted plans for a wee nap outside
0,Dangling belly rings are a bad investment...the cutest ones ALWAYS pop
2,at work booo....
0,"why i still lose followers?  the people hates me, THE WORLD hates me or maybe ... Read More: http://is.gd/Jg3I"
0,@JillzWorth i rarely sleep.. cant help it   hehe
0,at home and sick    http://yfrog.com/17zw1j
1,listening to her stolen music. just loved it cause its free!
0,My throat hurts so bad that i dont even want to swallow my own spit.       And i officially cant talk now....
1,"@bellesouth Thanks!  Your name strikes me every time I see it, as a friend of mine uses belofsouthie as her email"
1,@Anna_Viola love it! By the way I didn't end up having time to go this week  I'm sooooo sorry! Next week for sure!
0,I miss my wacom. Especially the mouse. Laptop touch pad is horrible
1,@sadknob right now if be happy to win a packet of salt n vinegar crisps  or a new exhaust as mine fell off on the A1 !
2,@pikalek No html converter on there   Think we're going with  http://bit.ly/3pJNC  'cause it took 5 min. to get working.
0,"@sawwaa I wish I could work like you, dude..."
1,"@Lotay haha im jewish, i love that one"
0,@Juicytots yay!! we'll all move!! sorry dh is being Grr...  xx
1,I love my Mom. Yo Amo a mi Mama. ? ? ? Thank you mommy... Ti amo con tutto il mio cuore.  Happy Mother's Day
0,"nothing could get worse, or could it? if it did i think id be on the verge of killing myself or someone else, things are not good anymore"
2,We expect One Man Band to be released sometime next week
0,@meinj Can't do tonight - could kill a pint though. Another day...
1,"@sp_ According to Mick Jagger, Hindu Ragas are more sfs sort of music"
1,"seriously underrated.. 'porridge', the best breakfast in the world... ever. doesn't need to be gloopy, as long as it is made just right"
0,My student just walked in balling.  She just witnessed her dog getting hit on the street.  I don't know what to do to cheer her up.
0,@jkblacker Unfortunately I'm not @jamesog - someone's squatting on that
1,@StylistaMunchee I lluuvv u too..  ahhh im gonna miss u evenn moreee! lol
1,phew!  made it thru the return of babysitting!
1,did not get to go see UP!! Oh well ended up going to dinner with Blase and Bridget!
1,"@tranced1 yes mate, on Friday"
0,Guess not today
1,goodnight to all
1,today something amazing happened...I fell in love with coupons!
1,Today's ABA has been full of emotional tears  #ASD #autism some days are harder than others.  Its hard to not intervene  poor baby
2,@YasmineGalenorn used is definitely cheaper... may have to get later ones that way... but new is ok for now...
1,going to sleep. big beach day tommorow. love you guys. nite.
2,I wish I could just go for a drive..or a movie or the store..I just wanna be alone
0,"Apple FAIL. If you set up a new British Mac, the dashboard weather widget is for London, Canada, not the UK one  (Hard to tell too!)"
1,@iggypintado Thanks  Will Do
2,"It's my wall, and I like saying I banned Zac Efron  lol sonny"
1,"Working on a newsletter but I'd say I've got a writer's block atm  - take a deep breath and get on with it, girl..."
0,I miss the old healthy me and I am loosing faith that I ever will be again
0,"@TSapi1 I saw your tweet a couple of weeks ago that had that hashtag, so wanted to contribute since I am a huge Mitch fan"
0,@kristanmarie at least you dont have quad parking haha two cars drove by real fast and spashed mud all over me
2,My teratoma has a cavity and is experiencing male-pattern baldness
1,Thank you all once more for all your lovely birthday messages
0,@wesleyadamquinn i missed the chicago show  boo me.
1,am bored out of my skull.  i have got to get a job.  this SUCKS.  i need entertainment. /grumbles
2,@missonice join the club
1,unplugging for the rest of the day.  Have a good one everybody!!
0,@revfry his fam would disown us if we weren't there!   Both of us really wanted to come to the bbq  but got our weekends mixed up -
1,@nevrothwen thank you! It's sunny outside so that's a good start
2,"@MariahCarey she said, UR NAILS LOOK LIKE SHIT WHO DID THIS?! LOL, im kidding, i dont know what she is saying haha"
2,Trying to get to sleep but mum is blaring Les Mis really loudly in the sitting room
1,Guess I was too late  #sigjeans
2,@whatyoudeserve hahaha. do it  you'll have a blast.
1,Hope you all have a great Bank Holiday Monday!
2,Guus's last game 2moz
0,"feels sorry every time I'm printing out, I use like 200 new papers"
1,my darling dd says &quot;my mum is my best friend&quot;... and she told me to tell you all she said that in here too  so I did! love ya moo (jd too)
0,"@TalentAgentLA unfort, i can't DM you b/c ur not following me"
0,tiiiired but i cant sleep
1,Heading to XS with Nadia!! Yeee!
2,"That's the way it crumbles, cookie-wise"
2,"Leaving minneapolis, doing some homework and going to watch my brothers tennis match later"
1,The arrival of cargo Red G5 to Toronto has been postponed til tomorrow afternoon.  gonna miss my lil bro's bday...he's been waiting 4 me!
0,@materialistic i know i suck.  my data plan is weak sauce.
0,Why is it that &quot;shipping &amp; handleing&quot; are soooo expensive??? It is more than 50% of my entire order! Not ordering yet.
2,@h0ney_ I'm so tired I think imma go to bed
0,My big mistake for today is falling asleep while i got lots of things to do
1,Discovered @AlliWorthington and @whoisTodd are sharing on G reader with me and didn't even know it. Sigh.... I'm such a G reader newb.
0,"Back is killing me, wish the pain would go away"
1,@having hot cuppa coffee made with milk &amp; fortified with Monin's Irish Coffee syrup! Bliss!
0,"@heartystew Trickery?  No, just exasperation at seeing gay Pride hijacked by a politics bigger and uglier then anything it's meant for"
0,"@bluecat7 absolutely tru...the horror of it still washes ovr me sometimes if i think  abt the actual last days, but the gd memories go on"
2,is working
1,More to thank for #ff shouts @applemacbookpro @aefpix @BrienPeters @DianaRusso and heaps more. Sry will be here all night i now realise
0,Tried Nokia's Ovi music store: &quot;Nokia Music does not currently support the Mozilla Firefox (Mac OS X) browser on your operating system&quot;
0,Thinks she's getting sick.....
0,@davidmihm Please no more tweet-memes
0,@RVDS dammit i wanted to ask you about someone who i might be shooting but cant remember her name now
1,"rt @bact #barcampbkk3 for entertainment at night, bring your favourite mp3s .. there should be a way we can enjoy music together"
1,I need to look at apartments tomorrow
1,@shaundiviney Sweeny Todd is deadset one of the best movies of all time
1,@AndyeAndinha I gave him your kiss. Being a flirt of course he liked them
0,"Jay Leno's LAST NIGHT..Jay, you will be missed"
2,@KaydeeisMeeko HAHA my rooommate are watching that! i have a huge crush on landon.
0,@djvinceadams Ohh poor girl  I'll email her... I am relying on you being here in October Mr!!
1,life is so good. and it will much greater on Thursday at 5pm!
1,ItS fRiDaY... I cAn'T wAiT tO bE dOnE wItH wOrK!!! Stuck here till 11
2,"@justjoe pretty much, thanks.  seeing if a little Gilbert &amp; Sullivan will cheer me up more."
1,"@Jennettemccurdy http://twitpic.com/4v0vr - cool! you and your mother have awesome hair styles,! Wish her a happy mother's day!"
0,http://twitpic.com/67fue - My formerly pretty car
0,"so bored, i have a headache."
0,"@briarlaboheme oh dear.  that is terrible. however, moleskine notebooks rule. a lot."
1,@lusid2029 I will let you know as soon as I figure it out... sorry about the mix up; i was supposed to get off work an hour ago
0,"@sandy195850 we have two small dogs, good to hear that Center Parcs wd take them. Cruising to New York on the Queen Mary 2, real treat"
2,@O_Privillege yea next week not this week I have no sitter
1,it was a hard weekend. too much alcohol on these fuckin &quot;weinfest&quot;
1,"Happy &quot;Star Wars&quot; Day, Twitters.  http://migre.me/SiE :*"
1,I had a GREAT night with Justine and the boys and all the westconn people I met tonight haha
2,http://twitpic.com/6698b - Clean
1,I'm at the cubs game and it is so cold. I think its going to rain.
1,"@stompthewalrus yay! now ill shall take your picture, and get a tattoo on my arm"
